"Id","SalePrice"
1461,103220.244875026
1462,155370.418331744
1463,164641.849445019
1464,187707.611190187
1465,195475.63997076
1466,174082.275670624
1467,190011.273510905
1468,168467.351888933
1469,197023.044793593
1470,107941.889767566
1471,207272.575679743
1472,100810.736668605
1473,93060.1517793319
1474,152732.448868495
1475,120988.550433801
1476,349297.138565822
1477,245817.603022473
1478,310960.731194701
1479,306611.548547803
1480,437916.313050614
1481,284688.472719397
1482,212191.786962432
1483,183746.909500443
1484,173034.936696218
1485,201160.208092095
1486,212575.443492814
1487,292179.26466866
1488,248800.246203435
1489,185588.574328476
1490,237809.021462296
1491,208431.813765434
1492,82266.1120218713
1493,216093.616317617
1494,303906.728411579
1495,277153.002037702
1496,244817.165459044
1497,178224.164898487
1498,166936.485605584
1499,166232.724797487
1500,166414.605313222
1501,204448.245483433
1502,155451.776321036
1503,284694.57876787
1504,243222.835753094
1505,224375.262992276
1506,204245.428964144
1507,242656.322999465
1508,198236.727450529
1509,153516.851225588
1510,142313.544362916
1511,152511.221170146
1512,181668.993126797
1513,158920.118286266
1514,160895.519304342
1515,224434.978684345
1516,164458.520787165
1517,167645.00510683
1518,122521.377170541
1519,238072.604170215
1520,130866.448554785
1521,123708.949562595
1522,191482.528799105
1523,91716.3590419413
1524,124441.976791007
1525,99208.2774815386
1526,84351.7321275839
1527,85636.8101509382
1528,140559.955475289
1529,135286.604126141
1530,191970.45881823
1531,155028.568724655
1532,110074.72231593
1533,177565.086110183
1534,153803.835808033
1535,155630.658274234
1536,99730.7742747653
1537,52251.9284634185
1538,181130.090233765
1539,227071.91088886
1540,108858.114108996
1541,160094.00763162
1542,136746.762046235
1543,197569.977879169
1544,91209.3765728989
1545,121224.116575215
1546,145319.743653503
1547,153192.555029094
1548,129958.579027387
1549,102407.784743418
1550,136040.970731721
1551,132159.778596757
1552,137677.190641558
1553,149701.084059685
1554,121282.206403453
1555,176961.259172987
1556,116637.797221939
1557,99561.6907534054
1558,118434.306189014
1559,75450.2962355462
1560,131496.548978911
1561,136827.365368045
1562,130625.315346884
1563,106964.384641588
1564,162087.68040674
1565,131742.739794908
1566,238189.102553181
1567,69339.5191996676
1568,228460.920338628
1569,117554.071518719
1570,146284.955341616
1571,104227.242459275
1572,129822.454129566
1573,249809.267149762
1574,114964.61666691
1575,242845.456867619
1576,256624.587246416
1577,195492.073260662
1578,154776.252307092
1579,121285.767116514
1580,196029.146309926
1581,166972.637904019
1582,121065.340215196
1583,301345.565421147
1584,224245.559567392
1585,153208.775976219
1586,59768.7732356503
1587,112038.580676137
1588,149350.957709246
1589,108953.498028638
1590,126369.612240503
1591,78481.8869056298
1592,131429.307173278
1593,126935.030457346
1594,160042.395453513
1595,103883.952575818
1596,231358.961232012
1597,169861.896494045
1598,201614.002565708
1599,203232.507815811
1600,192427.553591158
1601,34501.4406167564
1602,102393.337470369
1603,90537.2578461244
1604,265542.48777462
1605,258297.635656503
1606,166613.952116497
1607,167601.647375596
1608,224464.039835394
1609,192145.066509296
1610,142292.809575929
1611,144608.314287664
1612,182026.290825769
1613,159701.418645282
1614,125607.187544777
1615,79715.879083472
1616,59572.922490266
1617,72397.9027887042
1618,108161.858394072
1619,152914.572331093
1620,159127.428203918
1621,136660.870365461
1622,134660.005855961
1623,258834.306107976
1624,218722.03137728
1625,122956.837160279
1626,184494.991229666
1627,178760.4627162
1628,283347.646346199
1629,177744.915544897
1630,322554.489654189
1631,197218.383722117
1632,234203.469797349
1633,176866.827665479
1634,191617.273651818
1635,191160.943186664
1636,168071.342299596
1637,182501.973586817
1638,222296.347633732
1639,178857.831067255
1640,263619.188093468
1641,180825.595018104
1642,256225.729652948
1643,227316.706155004
1644,226466.830909038
1645,222037.938580007
1646,167688.689699526
1647,161136.71434462
1648,131470.767411534
1649,146200.24654319
1650,109951.260587936
1651,105538.303463657
1652,110841.33173125
1653,114750.412899023
1654,151077.596970017
1655,158391.569583875
1656,145790.634233143
1657,151667.66610474
1658,153599.15811531
1659,120224.7309653
1660,151547.483090721
1661,421047.919681378
1662,350435.766229031
1663,360424.890481155
1664,441261.294425275
1665,321033.676812294
1666,309529.686862942
1667,342486.079553394
1668,348052.531483787
1669,306449.828741771
1670,347678.432829091
1671,262119.674366462
1672,401237.927654994
1673,283793.675694989
1674,253568.003777572
1675,194380.02675762
1676,199168.389511567
1677,212152.629815266
1678,435516.115693609
1679,346797.994158599
1680,324304.977064092
1681,284521.706096262
1682,292367.71212552
1683,189873.274990694
1684,194861.580496561
1685,189822.803917715
1686,177629.85030267
1687,184210.91369216
1688,213283.532469037
1689,207733.92206297
1690,219827.43585305
1691,203645.509442789
1692,287966.092557693
1693,186439.066643028
1694,186320.969977743
1695,164373.54245702
1696,274125.63100589
1697,165705.266086555
1698,316352.260149264
1699,323512.993888718
1700,242144.651824847
1701,275755.702137798
1702,253212.277508503
1703,252899.5377783
1704,275993.876640262
1705,249692.043425845
1706,407786.691562798
1707,223300.043814877
1708,204413.790592607
1709,259944.639780906
1710,229098.564923692
1711,275260.507762464
1712,255765.572419163
1713,279254.201674717
1714,223961.507633212
1715,216257.710502837
1716,189057.149114666
1717,182973.389943522
1718,143988.571080295
1719,211456.070481136
1720,255527.63820579
1721,180523.433226078
1722,134763.968057594
1723,165943.509932126
1724,222866.132224317
1725,247825.778976485
1726,190523.313557136
1727,163932.962574608
1728,202040.711369875
1729,171662.703297984
1730,175316.339269419
1731,127108.611870116
1732,127800.057431968
1733,103711.45763032
1734,108531.877993822
1735,149968.564051928
1736,103720.51748674
1737,315404.666831176
1738,229979.346198845
1739,277265.479766552
1740,204599.10290435
1741,195426.085552481
1742,188452.114406811
1743,194856.767287686
1744,311189.814746713
1745,213858.123768461
1746,218931.474770829
1747,216511.832883619
1748,222349.356072969
1749,158240.580825523
1750,143765.889573824
1751,253681.692229012
1752,107273.980677543
1753,145551.405614185
1754,201585.824890094
1755,170661.216959299
1756,123216.607617072
1757,104462.312854415
1758,155398.03388463
1759,178860.6215955
1760,158510.500599089
1761,163662.09492931
1762,172332.551228782
1763,173888.091744949
1764,99105.5621789636
1765,196127.816614052
1766,183893.509318744
1767,234445.147746366
1768,144524.021677121
1769,186252.492923891
1770,169373.122160193
1771,110139.612424811
1772,134820.495617683
1773,126075.447800057
1774,147524.992587041
1775,147535.861796639
1776,116417.190728149
1777,115224.355684069
1778,151598.85877972
1779,120151.254456495
1780,181425.058854761
1781,115165.600275812
1782,66380.3448842628
1783,138905.934000669
1784,99431.3329567157
1785,124308.228206449
1786,139696.772292484
1787,179551.235264722
1788,67095.3794089144
1789,98603.8268926656
1790,37474.3301306156
1791,208965.771664442
1792,154931.861451885
1793,156861.677637629
1794,182443.19095022
1795,128072.691109286
1796,135738.045163645
1797,121939.759097434
1798,108448.838152028
1799,94241.1252661451
1800,106916.662499626
1801,111120.822942113
1802,140495.557028832
1803,166232.686037619
1804,150377.470596048
1805,142957.339399143
1806,148865.091686424
1807,161779.066767721
1808,127491.909202346
1809,118635.21763797
1810,134373.281655072
1811,113016.059464807
1812,111691.045617785
1813,117431.640735836
1814,97412.5661050254
1815,31110.7568359605
1816,116881.910902473
1817,122986.457274158
1818,190059.190815324
1819,143108.437394792
1820,52027.7439986896
1821,136753.692365953
1822,167545.613236991
1823,47737.7317586554
1824,141276.58961811
1825,122542.584167242
1826,99806.0375812397
1827,94267.8164750266
1828,124437.108819438
1829,160944.966645625
1830,167725.248633381
1831,161950.14892337
1832,91023.9301114114
1833,143007.541649232
1834,136511.382047547
1835,114034.952379024
1836,133225.080545781
1837,81632.6073499282
1838,111538.937158857
1839,127140.751304456
1840,146503.513180343
1841,119276.71316065
1842,82094.2854451729
1843,121740.161776966
1844,133539.23606315
1845,111857.322741436
1846,128399.1757342
1847,145080.3168345
1848,39563.777023862
1849,134101.315756858
1850,112658.458295993
1851,157987.680457275
1852,121273.413244349
1853,135089.735948727
1854,182323.441574486
1855,167355.827988182
1856,219911.469670264
1857,160030.450921193
1858,148468.639247284
1859,125123.753118076
1860,158716.696785481
1861,124253.709145319
1862,295654.066140738
1863,294155.391892283
1864,294169.551991158
1865,344176.726535236
1866,352800.55697639
1867,233768.042292257
1868,303610.716619068
1869,218155.711926996
1870,240451.320763789
1871,257712.140321441
1872,184912.841407191
1873,237066.464791124
1874,136068.114752189
1875,201144.370223482
1876,193436.234114084
1877,226604.095780255
1878,207164.945046005
1879,116717.958680406
1880,139254.640555127
1881,241295.692457515
1882,252702.204879121
1883,201731.40644398
1884,206933.587097894
1885,242945.338235197
1886,287090.32630871
1887,226298.056059818
1888,270500.016675433
1889,174483.351634255
1890,114515.627522682
1891,131446.160714009
1892,87559.1946267806
1893,148798.038673584
1894,113309.204479627
1895,145605.574853131
1896,129890.509032817
1897,115053.99589374
1898,120928.666797183
1899,162789.369571279
1900,134335.031729788
1901,171298.515459998
1902,119961.141189698
1903,216534.220779595
1904,132755.737433952
1905,187928.342301196
1906,173600.14120036
1907,212374.39762151
1908,111834.218282109
1909,151927.212676199
1910,129951.16987358
1911,190401.438626563
1912,313062.890857482
1913,160254.861474132
1914,56074.1304282056
1915,301311.518265543
1916,47439.6532007758
1917,251416.851082727
1918,122374.760127433
1919,179965.490003178
1920,168710.545540019
1921,378424.687149285
1922,344258.982389811
1923,225735.663159725
1924,222819.392457622
1925,226417.590521034
1926,370205.173769637
1927,137662.629939975
1928,164608.329053407
1929,107084.463932424
1930,115545.449921807
1931,132745.089195242
1932,131460.909145713
1933,176336.44684203
1934,170017.012712469
1935,167096.417103663
1936,180889.697197446
1937,177292.698230605
1938,194601.348378813
1939,252275.322000159
1940,193361.172853105
1941,172957.64636667
1942,200712.045685739
1943,209834.473311377
1944,313779.745202108
1945,363605.447486004
1946,164811.148700101
1947,308601.656742033
1948,175610.335533968
1949,262966.076303949
1950,213583.246400332
1951,285193.122374081
1952,218852.155556567
1953,196075.414054255
1954,206663.800487711
1955,119071.602979153
1956,331445.717906243
1957,161951.201985613
1958,303236.53556029
1959,133502.326039366
1960,100786.008581462
1961,122625.839447256
1962,100444.920259747
1963,109228.546185526
1964,103379.560871008
1965,151581.857241398
1966,152940.870267288
1967,279893.106003171
1968,365092.08101231
1969,366003.372080926
1970,364603.07650642
1971,423995.000476134
1972,355731.439447083
1973,280577.634050161
1974,325097.475043444
1975,440618.541542983
1976,277380.156873329
1977,344987.5002112
1978,311084.92503991
1979,324763.340433541
1980,185437.390140771
1981,344264.251707927
1982,224561.67252039
1983,208208.737192845
1984,184719.409036397
1985,223090.254533636
1986,227055.601425325
1987,193194.971945006
1988,191750.133425987
1989,210492.078889868
1990,231844.672898905
1991,220334.803529372
1992,233012.667587559
1993,191576.396774966
1994,239702.1853818
1995,184932.575235769
1996,279769.366333215
1997,309956.097642558
1998,289482.964958145
1999,283015.93684376
2000,300762.31775728
2001,271869.372520795
2002,273602.151067428
2003,252058.856212349
2004,270951.762314492
2005,242586.286722168
2006,211961.912663713
2007,256316.22773935
2008,221990.220937422
2009,198649.955289942
2010,208416.560431782
2011,158240.794103947
2012,184150.363918354
2013,187964.751722729
2014,204380.542040214
2015,211627.377316131
2016,201417.638919539
2017,206256.551015326
2018,99947.8545554488
2019,130284.648829028
2020,68510.8759816521
2021,96517.0994994177
2022,177475.669318495
2023,147690.742104562
2024,277854.416950172
2025,323043.266020734
2026,187164.791914661
2027,164518.79280862
2028,173127.531884336
2029,169217.098753307
2030,268114.357805082
2031,248606.950132783
2032,265556.787145803
2033,267367.561011537
2034,187103.72056069
2035,216797.389982423
2036,227186.939927171
2037,229860.598621802
2038,321095.978264337
2039,219724.082251112
2040,329150.041780817
2041,290213.929112087
2042,205511.85919062
2043,159316.461977288
2044,172888.351496674
2045,214126.690066159
2046,130589.234639189
2047,140041.872838195
2048,145518.22405733
2049,132920.184403333
2050,182223.485679807
2051,112337.33539539
2052,120708.187930908
2053,143565.908331218
2054,93297.9046151429
2055,180982.857679203
2056,154010.257648252
2057,101989.43496231
2058,224027.577894701
2059,129054.337462986
2060,168354.679295281
2061,181090.08801118
2062,116005.213440935
2063,115051.856364451
2064,130108.879685852
2065,122862.131884372
2066,181708.704476404
2067,124673.651261946
2068,130726.989318057
2069,86001.6711441994
2070,108495.236589694
