"Id","SalePrice"
1461,101491.266549532
1462,152422.823884429
1463,167959.93867768
1464,180308.693156564
1465,192473.144063396
1466,174905.257998104
1467,177985.909162919
1468,165003.477854834
1469,204472.597723418
1470,111874.617754664
1471,204332.984787922
1472,104702.368248816
1473,96431.2388441982
1474,153830.291112151
1475,119037.906755862
1476,345737.809438984
1477,243300.327078147
1478,316515.461991279
1479,304660.59094427
1480,433755.5323639
1481,282090.423818753
1482,207592.946342136
1483,181108.755538703
1484,169321.435789649
1485,202214.167421119
1486,212709.7004053
1487,298936.487178411
1488,250484.021650242
1489,187657.909491169
1490,236383.256864643
1491,208454.79890884
1492,80700.260280253
1493,206837.502636988
1494,307452.539598701
1495,289098.939743913
1496,237935.367731922
1497,179035.006006729
1498,167658.990359226
1499,168611.411571813
1500,163863.716251649
1501,197862.029538723
1502,150947.825987527
1503,278984.304873842
1504,245243.035404202
1505,227023.6663776
1506,191769.119738422
1507,247677.1766709
1508,198161.769003152
1509,153538.186795286
1510,143490.394768289
1511,154058.599778854
1512,174691.911101667
1513,153319.683628439
1514,167848.997812939
1515,214720.802447165
1516,160159.855849165
1517,159540.850832889
1518,131653.810310879
1519,242403.6370616
1520,131723.227489147
1521,124038.159559719
1522,190057.863825859
1523,94256.7787264878
1524,119893.26306237
1525,99809.0339949725
1526,79113.849857594
1527,92066.6018464592
1528,138601.182113098
1529,127116.258261146
1530,187136.398766952
1531,152214.457986985
1532,102807.702882738
1533,169845.926545447
1534,161289.811987782
1535,159539.724956209
1536,102826.320585997
1537,72413.2278274507
1538,173566.298260714
1539,220816.074923546
1540,123041.530499552
1541,158537.319136017
1542,140910.033755736
1543,193085.62182101
1544,80922.8749046014
1545,114881.332913375
1546,141793.027243371
1547,148344.676949762
1548,126572.741012268
1549,98649.6354562461
1550,144316.384421852
1551,140558.029655981
1552,143496.210596707
1553,150485.901885873
1554,120512.975410125
1555,167260.75681896
1556,128246.614041752
1557,102193.116002559
1558,114931.855946521
1559,90697.7448908091
1560,129445.078371952
1561,147054.192938925
1562,133386.589413437
1563,112004.6146706
1564,165318.739946271
1565,137933.253265899
1566,233143.028480506
1567,78096.2365651771
1568,233800.392279243
1569,133534.878214449
1570,150841.958727023
1571,98732.1368958883
1572,131771.447422796
1573,253570.650649628
1574,128714.313747176
1575,248583.401339421
1576,239841.47753274
1577,196468.74148103
1578,148330.782898338
1579,119270.330650833
1580,196180.37064776
1581,156419.021764037
1582,120063.643279083
1583,304524.802166137
1584,230288.237904595
1585,153551.021520137
1586,61485.4763935579
1587,108420.900180432
1588,144573.965460419
1589,102853.168087015
1590,128032.74408549
1591,75529.5914524908
1592,131761.523787649
1593,127099.788231265
1594,159505.977960186
1595,119220.484442788
1596,233886.869158518
1597,179079.532687126
1598,197822.157068404
1599,205779.553237126
1600,198533.654903495
1601,38171.9762829779
1602,116528.454638592
1603,89795.5187365452
1604,267693.975098942
1605,263808.700648292
1606,158363.715967656
1607,173751.541622153
1608,226687.937572018
1609,192767.454244751
1610,140906.907709543
1611,147052.326946842
1612,177686.421929113
1613,157234.593756569
1614,124024.441891297
1615,65475.3777646357
1616,63278.6243666201
1617,70842.6986821239
1618,109098.466292898
1619,144910.585343254
1620,179710.926914533
1621,141384.310154043
1622,136346.742015829
1623,266107.685297344
1624,219745.069152735
1625,122155.380539964
1626,189239.826674942
1627,180116.088620974
1628,285477.565004931
1629,186263.021035999
1630,311905.518201662
1631,190086.734126265
1632,227943.394979573
1633,181870.140267506
1634,196552.550926414
1635,193989.285779671
1636,174666.280567076
1637,180801.340030719
1638,222006.361952848
1639,177658.26246659
1640,257535.695685606
1641,190261.163597345
1642,256916.998209322
1643,232875.927501651
1644,232243.030085588
1645,201924.525717918
1646,168521.634971358
1647,169084.690943799
1648,125339.143552564
1649,131324.971090239
1650,107810.898086452
1651,103436.690875577
1652,113643.124883228
1653,112135.124620244
1654,154254.898954556
1655,162779.094633536
1656,151193.951792648
1657,154997.505977865
1658,159724.116815468
1659,119940.026028014
1660,158343.034003389
1661,417561.48025081
1662,356734.08168347
1663,369865.280455536
1664,441185.830867876
1665,328706.377654596
1666,306736.226997558
1667,349286.403650238
1668,351962.929469718
1669,307522.507948485
1670,353689.708257096
1671,259906.901657913
1672,396430.775786445
1673,278101.170484143
1674,255753.217050804
1675,188865.679457307
1676,191806.851888243
1677,206730.968032693
1678,435201.343109794
1679,344851.751476143
1680,325691.56675534
1681,289084.95532352
1682,292990.009200091
1683,190281.490650882
1684,194918.567076414
1685,188738.265789491
1686,177708.680490127
1687,187986.424972241
1688,213388.915173074
1689,207885.969871034
1690,218201.840150254
1691,207682.65523578
1692,290152.919527525
1693,187452.070282836
1694,187048.77849509
1695,170809.818511782
1696,279662.546181155
1697,162181.32788658
1698,317483.186017708
1699,318854.985772146
1700,250109.120153874
1701,278934.879942976
1702,250313.833492045
1703,254703.805343273
1704,281182.167940919
1705,250671.084987448
1706,406634.19798648
1707,218495.19655952
1708,202592.819143756
1709,257723.473656526
1710,229618.013185976
1711,272374.444902849
1712,253238.203592584
1713,280091.896905463
1714,223734.782232471
1715,214166.537342011
1716,188851.93760184
1717,185792.482536341
1718,147167.775710448
1719,207005.832409774
1720,258363.912488075
1721,187488.532602978
1722,134313.347885848
1723,167960.031286214
1724,221638.844430916
1725,254202.546201743
1726,186257.17260974
1727,161036.928222635
1728,206991.521024649
1729,159161.44584545
1730,177576.584669787
1731,128596.356788549
